index,Label,brand,name,price,ingredients,Combination,Dry,Normal,Oily
165,moisturizers,SEPHORA COLLECTION,Hand Balm & Scrub,['5'],"As Sephora’s own brand, we flex our extensive industry knowledge to create paycheck-friendly products that perform on par with more spendy ones. So whether you’re looking for a ride-or-die eyeliner or a clean skincare routine that doesn’t require a small investment, rest assured: Sephora Collection will wow you and your wallet.",1,1,1,1
166,moisturizers,CHANEL,COCO MADEMOISELLE Moisturizing Body Lotion,['55'],No Info,0,0,0,0
167,moisturizers,JOSIE MARAN,Skin Dope Argan Oil + 100 mg CBD,['78'],"Argania Spinosa (Argan) Kernel Oil*, CBD Rich Hemp Extract**. *Organic. **Naturally-Derived.

CBD at Sephora Standards Suppliers of CBD and other cannabinoid products sold at Sephora must meet the following standards:
1. Domestically grown hemp from the cannabis sativa plant with less than 0.3% THC which is non-psychoactive.
2. Full-spectrum CBD* or broad-spectrum CBD*. No CBD isolate*.
3. Triple-tested product for potency and contaminants*
4. Publicly available Certificate of Analysis (COA) of the final formula from the manufacturer.
5. Compliant with Clean at Sephora standards.

Fine print:
-Full-spectrum CBD: Contains CBD plus other compounds from the hemp plant. Less than 0.3% THC in the finished product which is non-psychoactive. These compounds are thought to work together to provide a synergistic effect. This may include terpenes, other cannabinoids (such as CBG, CBN, or CBC), flavonoids, and fatty acids.
-Broad-spectrum CBD: Contains CBD plus other compounds from the hemp plant. THC is removed. These compounds are thought to work together to provide a synergistic effect. This may include terpenes, other cannabinoids (such as CBG, CBN, or CBC), flavonoids, and fatty acids.
-CBD Isolate: A refined powder that has been stripped down to contain virtually pure CBD. No other compounds of the hemp plant are included.
-Testing: Every batch is tested three times. Testing is done on the raw hemp, the cannabinoid extract, and the final formula when manufactured. Testing confirms the product has no less CBD (in mg) than claimed on the label. Tested for contaminants including heavy metals, solvents, mycotoxins, pesticides, and microbials.",0,0,0,1
168,moisturizers,CAUDALIE,Hand and Nail Cream,['15'],"Born in Bordeaux, powered by antioxidant rich grapes, Caudalie is committed to creating the most effective, clean, natural, and sustainable skincare. The brand partners with Harvard Medical School to develop exclusive patents and highly effective formulas that are safe for the skin and the environment. Caudalie is the largest beauty contributor to 1% for the Planet and gives back 1% of its global sales towards reforestation.",1,1,1,1
169,moisturizers,SOL DE JANEIRO,Brazilian Touch Hand Cream,['15'],"-Brazil Nut: Helps fuel protein enzymes and prevent cell damage to help support healthy nails.
-Brazilian Beauty Blend: Powered by a blend of extraordinarily nourishing cupuaçu butter, the antioxidant powerhouse açaí, and super conditioning coconut oil for irresistible, touch-me skin.

Water, Glycerin, Tapioca Starch, Dodecane, Propanediol, Cetyl Alcohol, Sorbitan Tristearate, Glyceryl Stearate Citrate, Cetearyl Alcohol, Glyceryl Caprylate, Sodium Phytate, Alcohol, Butyrospermum Parkii (Shea) Butter, Theobroma Grandiflorum (Cupuaçu) Butter, Cocos Nucifera (Coconut/Noix de Coco) Oil, Dimethicone, Euterpe Oleracea (Açaí) Fruit Oil, Bertholletia Excelsa Seed Oil, Sodium Hyaluronate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Fragrance (Parfum), Ilex Paraguariensis (Yerba mate) Leaf Extract, Curcuma Longa (Turmeric/Curcuma) Root Extract, Melia Azadirachta Flower Extract, Melia Azadirachta Leaf Extract, Melia Azadirachta Bark Extract, Corallina Officinalis Extract, Moringa Oleifera Seed Oil, Ocimum Sanctum Extract, Ocimum Basilicum (Basil/Basilic) Flower/Leaf Extract, Dehydroacetic Acid, Benzyl Alcohol, Sodium Hydroxide, Benzyl Salicylate, Butylphenyl Methylpropional, Coumarin, Limonene, Annatto.",1,1,1,1
170,moisturizers,FRESH,Hesperides Grapefruit Body Lotion,['26'],"-Grapefruit and Lemon Extracts: Tone and stimulate the skin.
-Shea Butter: A rich nut butter that is extremely hydrating.
-Vitamins C and E: Powerful antioxidants, tone, soften, and protect the skin.

Water, Hexyldecanol, Hexyldecyl Laurate, Butylene Glycol, Polysorbate 60, Sorbitan Stearate, Cetyl Alcohol, Butyrospermum Parkii (Shea Butter), Citrus Medica Limonum (Lemon) Fruit Extract, Citrus Grandis (Grapefruit) Fruit Extract, Tocopheryl Acetate, Ascorbic Acid, Allantoin, Fragrance, Carbomer, Sodium Hydroxide, Tetrasodium EDTA, PEG-40 Castor Oil, Propylene Glycol, Phenoxyethanol, Benzyl Benzoate, Butylphenyl Methylpropional, Citral, Citronellol, Hexyl Cinnamal, Hydroxycitronellal, Limonene, Linalool, Butylparaben, Ethylparaben, Isobutylparaben, Methylparaben, Propylparaben, Citric Acid.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",0,0,0,0
171,moisturizers,HERBIVORE,Jasmine Glowing Hydration Body Oil,['44'],"-Camellia Flower Oil: Increases the appearance of elasticity and gives skin luminous glow.
-Grapeseed Oil: Revitalizes the look of skin.
-Jasmine Sambac Oil: Supports skin’s natural moisture levels and natural elasticity.

Capric Triglycerides (Fractionated Coconut Oil), Prunus armeniaca (Apricot) Kernel Oil, Vitis Vinifera (Grape) Seed Oil, Camellia Oleifera (Camellia) Seed Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Tocopherol (Vitamin E) Oil, Jasminum Sambac (Jasmine) Absolute, Citrus Bergamia (Bergamot) Essential Oil.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats , Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles As defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",1,1,1,1
172,moisturizers,MOROCCANOIL,Body Soufflé,['56'],"-Argan Oil: Helps to hydrate and nurture the skin to help improve the look of texture and tone.
-Shea Butter: Helps increase moisture and strengthen the skin barrier.
-Macadamia Seed Oil: Helps to strengthen the skin barrier and provide hydration.

Aqua/Water/Eau, Caprylic/Capric Triglyceride, Glycerin, Macadamia Ternifolia Seed Oil, Glyceryl Stearate, Cetearyl Alcohol, C12-15 Alkyl Benzoate, Polysorbate 60, Isocetyl Stearate, Dimethicone, Myristyl Myristate, Parfum/Fragrance, Argania Spinosa (Argan) Kernel Oil, Butyrospermum Parkii (Shea) Butter, Hydrolyzed Oat Protein, Vanilla Planifolia Fruit Extract, Squalane, Mel/Honey/Miel, Ethylhexylglycerin, Ceteareth-20, Tridecyl Stearate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Tridecyl Trimellitate, Dipentaerythrityl Hexacaprylate/Hexacaprate, Lauryl Myristate, Tin Oxide, Allantoin, Myristyl Laurate, Sorbitan Isostearate, Sodium PCA, Carbomer, Lauryl Laurate, Lauryl Palmitate, Sodium Hyaluronate, Palmitic Acid, Stearic Acid, Myristic Acid, Lauric Acid, Oleic Acid, Aminomethyl Propanol, Caprylyl Glycol, Butylene Glycol, Myristyl Alcohol, Cetyl Alcohol, C12-15 Alcohols, Benzyl Alcohol, Tetrasodium EDTA, Potassium Sorbate, Sodium Benzoate, Phenoxyethanol, Mica, CI 77891 (Titanium Dioxide), Butylphenyl Methylpropional, Linalool, Alpha-Isomethyl Ionone.",0,0,0,1
173,moisturizers,SKINFIX,Eczema+ Hand Repair Cream,['18'],"-Colloidal Oatmeal (1%): Temporarily protects and helps relieve minor skin irritations and itching due to eczema, rash, and dermatitis.
-Sweet Almond Oil (5%): Helps nourish dry skin and relieve itching.

Allantoin, Aloe BarbadensisLeafJuice, Avena Sativa Kernel Oil, Butyrospermum Parkii (Shea) Butter, Calendula Officinalis Extract, Caprylic/Capric Triglyceride, Caprylyl-Caprylate/Caprate, Chamomilla Recutita (Matricaria) Flower Extract, Citric Acid, Ethylhexylglycerin, Glycerin, Glyceryl Stearate, Helianthus Annuus (Sunflower) Seed Oil, Oryza Sativa (Rice) Bran Extract, Petrolatum, Phenoxyethanol, Polyglyceryl-2 Stearate, Potassium Sorbate, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Rosmarinus Officinalis (Rosemary) Leaf Extract, Simmondsia Chinensis (Jojoba) Seed Oil, Stearyl Alcohol, Tocopherol, Trisodium Ethylenediamine Disuccinate, Water, Xanthan Gum.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",0,0,0,1
174,moisturizers,MOROCCANOIL,Body Butter,['56'],"-Argan Oil: Very rich in tocopherols (Vitamin E), essential fatty acids, and antioxidants; helps to hydrate and nourish the skin to help improve its texture and tone.
-Shea Butter: Rich in essential fatty acids that help increase moisture and support the skin’s barrier.
-Olive and Avocado Oils: Contains powerful antioxidants that help build the skin’s natural defenses and restore moisture.

Water, Octyldodecanol, C12-15 Alkyl Benzoate, Cetearyl Alcohol, Glycerin, Cetyl Alcohol, Myristyl Myristate, Glyceryl Stearate, Fragrance, Cetearyl Glucoside, Phenyl Trimethicone, Argania Spinosa (Argan) Kernel Oil, Butyrospermum Parkii (Shea) Butter, Theobroma Cacao (Cocoa) Seed Butter, Mangifera Indica (Mango) Seed Butter, Olea Europaea (Olive) Fruit Oil, Persea Gratissima (Avocado) Oil, Punica Granatum Seed Oil, Glycine Soja (Soybean) Oil, Squalane, Glucose, Ribose, Xylitylglucoside, Biosaccharide Gum-1, Tocopherol, Tocopheryl Acetate, Ascorbyl Palmitate, Allantoin, Anhydroxylitol, Xylitol, Dimethicone, BHT, Hydrogenated Polyisobutene, Ethylene/Propylene/Styrene Copolymer & Butylene/Ethylene/Styrene Copolymer, Sodium Stearoyl Glutamate, Sodium Polyacrylate, Disodium Edta, Caprylyl Glycol, Phenoxyethanol, Chlorphenesin, Alpha-Isomethyl Ionone, Butylphenyl Methylpropional, Linalool, Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde, Eugenol.",1,1,1,1
175,moisturizers,CLINIQUE,Deep Comfort Body Butter,['33'],"Water , Butyrospermum Parkii (Shea Butter) , Glycerin , Octyldodecyl Myristate , Cetearyl Alcohol , Butylene Glycol , Dimethicone , Cetyl Alcohol , Myristyl Myristate , Cetyl Esters , Isostearyl Neopentanoate , Polymethyl Methacrylate , Cetearyl Glucoside , Sodium Hyaluronate , Cholesterol , Tocopheryl Acetate , Methyl Glucose Sesquistearate , Trisiloxane , Phenyl Trimethicone , Stearic Acid , Aminomethyl Propanol , Acrylates/C10-30 Alkyl Acrylate Crosspolymer , Caprylyl Glycol , Xanthan Gum , Hexylene Glycol , Disodium Edta , Sodium Dehydroacetate , Phenoxyethanol , Myristyl Laurate , Myristyl Alcohol , Yellow 5 (Ci 19140) , Yellow 6 (Ci 15985)",0,0,0,0
176,moisturizers,LAURA MERCIER,Almond Coconut Soufflé Body Crème,['70'],"Water (Aqua), Caprylic/Capric Triglyceride, Fragrance (Parfum), Glycerin, C12-15 Alkyl Benzoate, Glyceryl Stearate, Isocetyl Stearate, Myristyl Myristate, Butylene Glycol, Vitis Vinifera (Grape) Seed Oil, Cetearyl Alcohol, Dimethicone, Stearic Acid, Macademia Ternifolia Seed Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Cocos Nucifera (Coconut) Oil, Oryza Sativa (Rice) Bran Oil, Butyrospermum Parkii (Shea Butter), Shorea Stenoptera (Illipe) Butter, Acrylamide/Sodium Acryloyldimethylaurate Copolymer, Isohexadecane, Sodium Hyaluronate, Honey (Mel), Aloe Barbadensis Leaf Juice, Panthenol, Vanilla Planifolia Fruit Extract, Cinnamoum Cassia (Cinnamon) Bark Extract, Coffea Arabica (Coffee) Seed Extract, Theobroma Cacao (Cocoa) Extract, Myristica Fragrans (Nutmeg) Extract, Honey (Mel) Extract, Protein, Phospholipids, Tocopheryl Acetate, Retinyl Palmitate, Ascorbyl Palmitate, Polysorbate 90, Ceteareth-20, Cetyl Alcohol, Xantham Gum, Triethanolamine, BHT, Trisodium EDTA, Phenoxyethanol, Methylparaben, Propylparaben.",0,0,0,0
177,moisturizers,L'OCCITANE,Shea Butter Intensive Hand Balm,['36'],"-Shea Butter: Helps to nurture, soften, and protect skin.
-Allantoin: Helps soothe the skin.

Aqua/Water, Butyrospermum Parkii (Shea) Butter, Glycerin, Cococaprylate/ Caprate, Tapioca Starch, Cetearyl Alcohol, Glyceryl Stearate, PEG-100 Stearate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Sodium PCA, Cocos Nucifera (Coconut) Oil, Helianthus Annuus (Sunflower) Seed Oil, Caprylyl Glycol, Allantoin, Ceteareth-33, Sorbitan Isostearate, Xanthan Gum, Disodium EDTA, Polysorbate 60, Citric Acid, Chlorphenesin, Tocopherol, Parfum/Fragrance, Linalool, Coumarin, Citronellol, Alpha-Isomethyl Ionone, Limonene, Geraniol.",0,1,0,0
178,moisturizers,TARTE,Park Ave Princess™ Waterproof Face & Body Bronzer,['34'],"-Amazonian Clay: Nature’s most perfect ingredient for better, longer, truer wear.

Mica, Octyldodecyl Stearoyl Stearate, Silica, Zinc Stearate, Lauroyl Lysine, Glyceryl Caprylate, P-Anisic Acid, Levulinic Acid, Water/Aqua/Eau, Glycerin, Sodium Levulinate, Kaolin, Bixa Orellana Seed Extract, Citric Acid, Phenoxyethanol, Chlorphenesin, Benzoic Acid, Sorbic Acid, Iron Oxides (CI 77491, CI 77492, CI 77499), Titanium Dioxide (CI 77891), Red 40 Lake (CI 16035).",0,0,0,1
179,moisturizers,LA MER,The Reparative Body Lotion,['195'],"Declustered Water (-)\Aqua\Eau De-Structuree (-), Declustered Water (+)\Aqua\Eau De-Structuree (+), Glycerin, Hydrogenated Polyisobutene, Dimethicone, Cetearyl Alcohol, Cetearyl Isononanoate, Isononyl Isononanoate, Cetyl Alcohol, Butylene Glycol, Yeast Extract\Faex\Extrait De Levure, Algae (Seaweed) Extract, Sesamum Indicum (Sesame) Seed Oil, Medicago Sativa (Alfalfa) Seed Powder, Helianthus Annuus (Sunflower) Seedcake, Prunus Amygdalus Dulcis (Sweet Almond) Seed Meal, Eucalyptus Globulus (Eucalyptus) Leaf Oil, Sodium Gluconate, Copper Gluconate, Calcium Gluconate, Magnesium Gluconate, Zinc Gluconate, Tocopheryl Succinate, Niacin, Sesamum Indicum (Sesame) Seed Powder, Crithmum Maritimum Extract, Gelidium Cartilagineum Extract, Laminaria Digitata Extract, Sigesbeckia Orientalis (St. Paul's Wort) Extract, Asparagopsis Armata Extract, Laminaria Ochroleuca Extract, Plankton Extract, Sucrose, Behenyl Alcohol, Caffeine, Padina Pavonica Thallus Extract, Ascophyllum Nodosum Extract, Avena Sativa (Oat) Kernel Extract, Thermus Thermophillus Ferment, Lecithin, Tourmaline, Acetyl Hexapeptide-8, Trisiloxane, Phenyl Trimethicone, Propylene Glycol Dioctanoate, Glyceryl Stearate, Peg-100 Stearate, Sorbitol, Ceteth-20, Cetearyl Glucoside, Hydrogenated Lecithin, Caprylic/Capric Triglyceride, Polysilicone-11, Saccharide Isomerate, Xanthan Gum, Tetrahexyldecyl Ascorbate, Hydrogenated Vegetable Oil, Sodium Hyaluronate, Caprylyl Glycol, Tocopheryl Acetate, Phytosphingosine, Disodium Edta, Fragrance (Parfum), Limonene, Amyl Cinnamal, Hexyl Cinnamal, Linalool, Coumarin, Citronellol, Phenoxyethanol.

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",0,0,0,1
180,moisturizers,FRESH,Citron de Vigne Body Lotion,['26'],"By combining potent natural ingredients, ancient rituals, and modern science, Fresh creates products that perform with experiences that transform. Discovery drives innovation. Fresh’s Founders travel the world uncovering the highest quality natural ingredients and time-honored cultural traditions. But the real journey is using science to harness and heighten nature—developing effective formulas that look, smell, and feel as good as they work—to bring you the most beautiful skin and sensations.",0,0,0,0
181,moisturizers,HUDA BEAUTY,N.Y.M.P.H. Not Your Mama’s Panty Hose All Over Body Highlighter,['49'],"Water, Mica, Propanediol, Peg-8, Glycerin, Iron Oxides (Ci 77491), Titanium Dioxide (Ci 77891), Butylene Glycol, Pentylene Glycol, Dimethicone, Squalane, Polyacrylate-21, Phenoxyethanol, Peg-12 Dimethicone, Hydroxyacetophenone, Hydrogenated Lecithin, Polyacrylate Crosspolymer-6, Ethylhexylglycerin, Benzyl Benzoate, Flavor/Aroma, Ammonium Trideceth-6 Phosphate, Caprylyl Glycol, Dipropylene Glycol, Caprylic/Capric Triglyceride, Tbutyl Alcohol.",0,0,0,0
182,moisturizers,PERRICONE MD,Cold Plasma Plus+ Fragile Skin Therapy,['99'],"Water, Glycerin, Isopropyl Myristate, Distearyldimonium Chloride, Stearyl Alcohol, Dimethicone, Cetyl Alcohol, 3-O-Ethyl Ascorbic Acid, Stearic Acid, Glyceryl Stearate, Tocopheryl Acetate, Sodium Metabisulfite, Ethylhexylglycerin, Retinol, Carnosine, Hydrolyzed Hyaluronic Acid, Xanthan Gum, Lecithin, Heptapeptide-7, Sodium Chloride, Sodium Hydroxide, Polysorbate 20, Propanediol, Phenoxyethanol.",0,0,0,1
183,moisturizers,PATRICK TA,Mini Major Glow Body Oil,['22'],"-Stabilized Vitamin C: Absorbs into the skin and supports a more youthful appearance.
-Vitamin E & Magnolia Bark Extract: Defend the skin from free radical damage, and help the skin glow.
-Olive Oil & Squalane: Moisturize, smooth the skin, and give off a healthy glow without greasiness.

Ethylhexyl Palmitate, Caprylic/Capric Triglyceride, Isohexadecan, Silica, Tocopheryl Acetate, Squalane, Tetrahexyldecyl Ascorbate, Olea Europaea (Olive) Fruit Oil, Magnolia Officinalis Bark Extract, Calcium Sodium Borosilicate, Mica, Parfum (Fragrance), Limonene, Benzyl Salicylate, Linalool, Tin Oxide. May Contain +/-: Ci 77891 (Titanium Dioxide), Ci 77491/77492 (Iron Oxides).",1,0,0,0
184,moisturizers,YVES SAINT LAURENT,Black Opium Dry Oil For Body and Hair,['60'],No Info,0,0,0,0
185,moisturizers,MILK MAKEUP,CBD + Arnica Solid Body Oil,['50'],"-Broad-Spectrum CBD and Arnica Flower Extract: Have soothing properties.
-Hemp-Derived Cannabis Seed Extract: Comforts and conditions.
-Jojoba Oil, Olive Oil, and Vitamin E: Provide antioxidant benefits for additional hydration.

C12-15 Alkyl Benzoate, Octyldodecanol, Cannabis Sativa (Hemp) Seed Oil , Phenyl Trimethicone, Dibutyl Lauroyl Glutamide, Dibutyl Ethylhexanoyl Glutamide, Cannabidiol, Cannabigerol, Arnica Montana Flower Extract, Calendula Officinalis Flower Extract, Aloe Barbadensis Leaf Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Glycine Soja (Soybean) Oil, Salvia Sclarea (Clary) Oil, Helianthus Annuus (Sunflower) Seed Oil, Cymbopogon Flexuosus Oil, Olea Europaea (Olive) Fruit Oil, Papaver Somniferum Seed Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Butyrospermum Parkii (Shea) Butter, Tocopherol, Tocopheryl Acetate, Moringa Oil/Hydrogenated Moringa Oil Esters, Citric Acid, Phenoxyethanol.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).

CBD at Sephora Standards Suppliers of CBD and other cannabinoid products sold at Sephora must meet the following standards:
1. Domestically grown hemp from the cannabis sativa plant with less than 0.3% THC which is non-psychoactive.
2. Full-spectrum CBD* or broad-spectrum CBD*. No CBD isolate*.
3. Triple-tested product for potency and contaminants*
4. Publicly available Certificate of Analysis (COA) of the final formula from the manufacturer.
5. Compliant with Clean at Sephora standards.   

Fine print:
-Full-spectrum CBD: Contains CBD plus other compounds from the hemp plant. Less than 0.3% THC in the finished product which is non-psychoactive. These compounds are thought to work together to provide a synergistic effect. This may include terpenes, other cannabinoids (such as CBG, CBN, or CBC), flavonoids, and fatty acids.
-Broad-spectrum CBD: Contains CBD plus other compounds from the hemp plant. THC is removed. These compounds are thought to work together to provide a synergistic effect. This may include terpenes, other cannabinoids (such as CBG, CBN, or CBC), flavonoids, and fatty acids.
-CBD Isolate: A refined powder that has been stripped down to contain virtually pure CBD.  No other compounds of the hemp plant are included.
-Testing: Every batch is tested three times. Testing is done on the raw hemp, the cannabinoid extract, and the final formula when manufactured. Testing confirms the product has no less CBD (in mg) than claimed on the label. Tested for contaminants including heavy metals, solvents, mycotoxins, pesticides, and microbials.",0,0,0,0
186,moisturizers,CLARINS,Body Partner Stretch Mark Cream,['60'],"-Licorice-Derived Glycyrrhetinic Acid and Hazelnut Oil: Soothe skin and relieve feeling of tightness.
-Phyto-Stretch Complex: Centella asiatica and green banana extract visibly firm and tighten skin.

Water, Caprylic/Capric Triglyceride, Alcohol, Hydrogenated Coco-Glycerides, Hydrogenated Polyisobutene, Cetearyl Alcohol, IsononylIsononanoate, Glycerin, Dimethicone, Corylus Avellana (Hazel) Seed Oil,Squalane, Cetearyl Glucoside, Asiaticoside, Carbomer, Ethylhexylglycerin, Disodium Edta, Ethylene Brassylate, Sodium Cetearyl Sulfate, Sodium Lauryl Sulfate, Glycyrrhetinic Acid, Butylene Glycol, Sodium Hydroxide, Musa Sapientum (Banana) Fruit Extract, Tocopherol, Acetyl Tetrapeptide-2, Dextran.",0,0,0,0
